"nombre_archivo";"codigo_departamento";"departamento";"codigo_municipio";"municipio";"nombre_ips";"proyeccion_tiempo";"consultas_procedimientos";"servicios_habilitados";"frecuencia_edad";"cups";"frecuencia_indicada";"periodo";"frecuencia_uso";"frecuencia_ajustada";"meta"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Desparasitación intestinal antihelmíntica (Albendazol suspensión Oral de 200 mg)";"1";"12 a 23 Meses";"P02CA01";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Desparasitación intestinal antihelmíntica (Albendazol suspensión Oral de 400 mg)";"1";"2 a 4 Años";"P02CA01";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Educación individual (padres o cuidadores)- Primera Infancia";"1";"0 a 5 Años";"990204";"1.0";"ANUAL";"0.8";"0.2";"0.3"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Infancia";"1";"6, 8 y 10 años";"890301";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por profesional de enfermeria - Infancia";"1";"7, 9 y 11 años";"890205";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atención en salud bucal por profesional de odontología - Infancia";"1";"6 a 11 Años";"890203";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hematocrito) - Infancia";"1";"10 a 11 Años";"902211";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hemoglobina) - Infancia";"1";"10 a 11 Años";"902213";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Aplicación de Barniz de Flúor  - Infancia";"1";"6 a 11 Años";"997106";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Aplicación de Sellantes - Infancia";"1";"6 a 11 Años";"997107";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Profilaxis y Remoción de Placa  Bacterina - Infancia";"1";"6 a 11 Años";"997002";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Educación individual (padres o cuidadores)";"1";"6 a 11 Años";"990204";"1.0";"ANUAL";"0.8";"0.2";"0.3"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Adolescencia";"1";"12, 14 y 16 años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por profesional de enfermeria  -  Adolescencia";"1";"13  15 y 17 años";"890205";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atención en salud bucal por profesional de odontología  -  Adolescencia";"1";"12 a 17 Años";"890203";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hemotocrito)  -  Adolescencia";"1";"12 a 13 Años";"902211";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hemoglobina)  -  Adolescencia";"1";"12 a 13 Años";"902213";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hemotocrito)  - Adoscencia";"1";"14 a 17 Años";"902211";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje para Anemia (Hemoglobina)  -  Adolescencia";"1";"14 a 17 Años";"902213";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Aplicación de Barniz de Flúor  - Adolescencia";"1";"12 a 17 Años";"997106";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Aplicación de Sellantes  -  Adolescencia";"1";"12 a 15 Años";"997107";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Profilaxis y Remoción de Placa  Bacterina  -  Adolescencia";"1";"12 a 17 Años";"997002";"1.0";"SEMESTRAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Detartraje supragingival  -  Adolescencia";"1";"12 a 17 Años";"997301";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Prueba de embarazo -  Adolescencia";"1";"12 a 17 Años";"904508";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta primera vez  de Atencion en salud por medicina general para la asesoria en anticoncepcion - Adolescencia";"1";"14 a 17 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Inserción de dispositivo intrauterino anticonceptivo(DIU)  - Adolescencia";"1";"14 a 17 Años";"697101";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta control post inserción DIU - Adolescencia";"1";"14 a 17 Años";"890301";"1.0";"ANUAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Insercion de Anticonceptivo Subdermico - Adolescencia";"1";"14 a 17 Años";"861801";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta de control post inserción de implante Subdérmico";"1";"14 a 17 Años";"890301";"1.0";"ANUAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion Oral  - Adolescencia";"1";"14 a 17 Años";"G03CA03";"1.0";"MENSUAL";"10.0";"7.0";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion Inyectable Mensual - Adolescencia";"1";"14 a 17 Años";"G03AC03";"1.0";"MENSUAL";"10.0";"7.0";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consultas de control a mujeres que planifican con anticonceptivos hormonales orales o inyectables mensuales  - Adolescencia";"1";"14 a 17 Años";"890301";"1.0";"Trimestral";"3.3";"2.3";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion inyectables trimestrales  - Adolescencia";"1";"14 a 17 Años";"G03AC06";"1.0";"Trimestral";"3.3";"2.3";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Preservativos";"1";"14 a 17 Años";"A20002050";"15.0";"MENSUAL";"150.0";"";"0.1"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Educación individual (padres o cuidadores)";"1";"14 a 17 Años";"990204";"1.0";"ANUAL";"0.8";"0.2";"0.3"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Juventud";"1";"18 a 23 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Juventud";"1";"24 a 28 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atención en salud bucal por profesional de odontología- Juventud";"1";"18 a 28 Años";"890203";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Profilaxis y Remoción de Placa  Bacterina- Juventud";"1";"18 a 28 Años";"997002";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Detartraje supragingival - Juventud";"1";"18 a 28 Años";"997301";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta primera vez de Atencion en salud por medicina general en la asesoria en anticoncepcion  - Juventud";"1";"18 a 28 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Inserción de dispositivo intrauterino anticonceptivo(DIU) - Juventud";"1";"18 a 28 Años";"697101";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta control post inserción DIU - Juventud";"1";"18 a 28 Años";"890301";"1.0";"ANUAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Insercion de Anticonceptivo Subdermico";"1";"18 a 28 Años";"861801";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consulta de control post inserción de implante Subdérmico - Juventud";"1";"18 a 28 Años";"890301";"1.0";"ANUAL";"1.7";"1.2";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion Oral - Juventud";"1";"18 a 28 Años";"G03CA03";"1.0";"MENSUAL";"10.0";"7.0";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion Inyectable Mensual - Juventud";"1";"18 a 28 Años";"G03AC03";"1.0";"MENSUAL";"10.0";"7.0";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Consultas de control a mujeres que planifican con anticonceptivos hormonales orales o inyectables mensuales - Juventud";"1";"18 a 28 Años";"890301";"1.0";"Trimestral";"3.3";"2.3";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Anticoncepcion inyectables trimestrales - Juventud";"1";"18 a 28 Años";"G03AC06";"1.0";"Trimestral";"3.3";"2.3";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Suministro de Preservativos";"1";"18 a 28 Años";"A20002050";"15.0";"MENSUAL";"150.0";"";"0.1"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Tamizaje de Cancer de Cuello Uterino (Citologia) - Juventud";"1";"25 a 28 Años";"892901";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Prueba rápida treponémica para sífilis - Juventud";"1";"18 a 28 Años";"906039";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Prueba rápida para VIH - Juventud";"1";"18 a 28 Años";"906249";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Asesoria Pre y Pos Test VIH - Juventud";"1";"18 a 28 Años";"990201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Educación a padres o cuidadores - Juventud";"1";"18 a 28 Años";"990204";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Prueba de embarazo - Juventud";"1";"18 a 28 Años";"904508";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Adultez";"1";"29 a 34 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
"117053_18664_NT-MAMA_DOMINGA-SILVIA_FINAL_OK_.xlsx";"19";"CAUCA";"743";"SILVIA";"CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA";"10";"Atencion en salud por medicina General - Adultez";"1";"35 a 39 Años";"890201";"1.0";"ANUAL";"0.8";"0.6";"0.7"
